name,datetime,temp,precip,visibility,uvindex,severerisk
American Samoa National Park,2010-08-29,81.5,0.138,10.8,9,
American Samoa National Park,2010-08-30,81,0,10.8,9,
American Samoa National Park,2010-08-31,81.1,0,10.8,8,
American Samoa National Park,2010-09-01,81.1,0,10.8,9,
American Samoa National Park,2010-09-02,82.4,0,10.8,9,
American Samoa National Park,2010-09-03,81.5,0,10.4,9,
American Samoa National Park,2010-09-04,81.8,0.004,10.6,8,
American Samoa National Park,2010-09-05,80.2,0.09,10.1,9,
American Samoa National Park,2010-09-06,80.5,0.02,10.5,9,
American Samoa National Park,2010-09-07,81.2,0.104,10.3,8,
American Samoa National Park,2010-09-08,79.8,0.012,9.3,9,
American Samoa National Park,2010-09-09,79.2,0.319,9.7,9,
American Samoa National Park,2010-09-10,80.2,0.917,10.3,6,
American Samoa National Park,2010-09-11,80.8,0.673,10.1,4,
American Samoa National Park,2010-09-12,80.7,0.02,10.1,6,
American Samoa National Park,2010-09-13,78.7,1.33,8.5,3,
American Samoa National Park,2010-09-14,79.2,2.296,6.7,4,
American Samoa National Park,2010-09-15,79,0.039,9.2,5,
American Samoa National Park,2010-09-16,78.9,0.032,9.4,7,
American Samoa National Park,2010-09-17,80.3,0,10.5,5,
American Samoa National Park,2010-09-18,79.9,0.051,9.8,8,
American Samoa National Park,2010-09-19,81,0.736,10.3,10,
American Samoa National Park,2010-09-20,81.3,0,10.8,10,
American Samoa National Park,2010-09-21,81.2,0.012,10.6,9,
American Samoa National Park,2010-09-22,81.7,0.106,10.9,9,
American Samoa National Park,2010-09-23,82.1,0,10.9,10,
American Samoa National Park,2010-09-24,82,0.11,10.1,10,
American Samoa National Park,2010-09-25,82.1,0.004,10.4,10,
American Samoa National Park,2010-09-26,81.7,0,10.9,10,
American Samoa National Park,2010-09-27,80.7,0.012,10.8,10,
American Samoa National Park,2010-09-28,80.5,0.012,9.5,9,
American Samoa National Park,2010-09-29,79.6,0.323,10.6,10,
American Samoa National Park,2010-09-30,79.9,0.059,10.8,8,
American Samoa National Park,2010-10-01,81.4,0.112,10.9,6,
American Samoa National Park,2010-10-02,81.3,0.012,10.9,8,
American Samoa National Park,2010-10-03,78.2,2.397,9.2,9,
American Samoa National Park,2010-10-04,83.1,0.192,10.8,9,
American Samoa National Park,2010-10-05,82.3,0.108,10.9,8,
American Samoa National Park,2010-10-06,81.2,0.148,10.9,8,
American Samoa National Park,2010-10-07,77.7,0.148,9.7,6,
American Samoa National Park,2010-10-08,78.8,0.136,11,4,
American Samoa National Park,2010-10-09,81.9,0.064,11,9,
American Samoa National Park,2010-10-10,79.7,0.272,10.8,10,
American Samoa National Park,2010-10-11,82,0.04,11,9,
American Samoa National Park,2010-10-12,80.4,0.044,10.8,10,
American Samoa National Park,2010-10-13,82.8,0.22,10.9,9,
American Samoa National Park,2010-10-14,80.6,0.311,10.3,7,
American Samoa National Park,2010-10-15,81,0.039,10.9,4,
American Samoa National Park,2010-10-16,80.2,0.184,10.7,5,
American Samoa National Park,2010-10-17,80.6,0.34,10.4,5,
American Samoa National Park,2010-10-18,78.6,0.799,10.1,9,
American Samoa National Park,2010-10-19,81.4,0.02,11,10,
American Samoa National Park,2010-10-20,81,0.41,10.9,6,
American Samoa National Park,2010-10-21,80.7,0.132,10,8,
American Samoa National Park,2010-10-22,81.8,0.031,10.9,6,
American Samoa National Park,2010-10-23,81.9,0.012,10.6,9,
American Samoa National Park,2010-10-24,82.2,0.02,10.9,7,
American Samoa National Park,2010-10-25,78.9,0.024,10.8,4,
American Samoa National Park,2010-10-26,81,0.364,10.9,7,
American Samoa National Park,2010-10-27,78.7,0.311,9.6,7,
American Samoa National Park,2010-10-28,80.4,0.173,10.3,3,
American Samoa National Park,2010-10-29,80.9,0.579,10.7,8,
American Samoa National Park,2010-10-30,81.5,0.28,10.8,8,
American Samoa National Park,2010-10-31,78,2.909,9.6,3,
American Samoa National Park,2010-11-01,81.2,0.5,10.9,9,
American Samoa National Park,2010-11-02,80.8,0.547,10.7,10,
American Samoa National Park,2010-11-03,81.9,0,11,10,
American Samoa National Park,2010-11-04,79.2,0.084,10.1,8,
American Samoa National Park,2010-11-05,81.3,0.028,11,10,
American Samoa National Park,2010-11-06,81.8,0.012,10.6,10,
American Samoa National Park,2010-11-07,81.8,0,10.5,10,
American Samoa National Park,2010-11-08,81.8,0.064,11,10,
American Samoa National Park,2010-11-09,80.2,0.142,10.5,8,
American Samoa National Park,2010-11-10,79.1,0.799,9.7,5,
American Samoa National Park,2010-11-11,81,0.271,10.2,6,
American Samoa National Park,2010-11-12,80.6,0.539,10.3,6,
American Samoa National Park,2010-11-13,80.5,0.142,10.9,10,
American Samoa National Park,2010-11-14,82.3,0.188,11,7,
American Samoa National Park,2010-11-15,81.9,0.012,10.9,9,
American Samoa National Park,2010-11-16,82.2,0.204,10.9,9,
American Samoa National Park,2010-11-17,78.3,0.98,9.6,6,
American Samoa National Park,2010-11-18,78.8,0.35,10.5,6,
American Samoa National Park,2010-11-19,77.1,0.658,9.1,7,
American Samoa National Park,2010-11-20,78,1.838,9.7,6,
American Samoa National Park,2010-11-21,78.1,0.032,10.1,4,
American Samoa National Park,2010-11-22,78.3,0.012,10.2,9,
American Samoa National Park,2010-11-23,79.5,0.247,10.9,8,
American Samoa National Park,2010-11-24,80.8,0.044,10.9,10,
American Samoa National Park,2010-11-25,80.2,0,10.9,10,
American Samoa National Park,2010-11-26,81.3,0.016,10.9,10,
American Samoa National Park,2010-11-27,81.8,0.208,11,5,
American Samoa National Park,2010-11-28,82.4,0.124,10.9,6,
American Samoa National Park,2010-11-29,81.7,0.012,10.7,4,
American Samoa National Park,2010-11-30,82.5,0.051,10.9,6,
American Samoa National Park,2010-12-01,81.2,1.219,9.6,4,
American Samoa National Park,2010-12-02,82.4,0.188,11,4,
American Samoa National Park,2010-12-03,78.5,0.502,9.7,4,
American Samoa National Park,2010-12-04,81.1,0.384,10.5,7,
American Samoa National Park,2010-12-05,82.5,0.228,10.7,6,
American Samoa National Park,2010-12-06,83,0.111,10.5,7,
American Samoa National Park,2010-12-07,83,0.04,9.7,8,
American Samoa National Park,2010-12-08,80.6,0.429,10.7,5,
American Samoa National Park,2010-12-09,81.3,0.252,10.5,5,
American Samoa National Park,2010-12-10,82.2,0.012,11,5,
American Samoa National Park,2010-12-11,80.8,0.039,10.2,9,
American Samoa National Park,2010-12-12,79.3,0.39,10.7,7,
American Samoa National Park,2010-12-13,81.7,0.248,10.9,4,
American Samoa National Park,2010-12-14,82.2,0.098,11,4,
American Samoa National Park,2010-12-15,81.6,0.248,11,6,
American Samoa National Park,2010-12-16,81.1,0.328,10.7,8,
American Samoa National Park,2010-12-17,80.8,0.181,10.7,5,
American Samoa National Park,2010-12-18,77.7,1.272,9.3,4,
American Samoa National Park,2010-12-19,77,0.154,9.4,4,
American Samoa National Park,2010-12-20,80.6,0.378,10.9,6,
American Samoa National Park,2010-12-21,81.6,0.012,10.5,7,
American Samoa National Park,2010-12-22,83.4,0.156,10.9,7,
American Samoa National Park,2010-12-23,80.2,0.071,10.4,4,
American Samoa National Park,2010-12-24,82.7,0.248,11,3,
American Samoa National Park,2010-12-25,83.2,0.328,10.9,4,
American Samoa National Park,2010-12-26,79.3,0.208,10.1,5,
American Samoa National Park,2010-12-27,80.6,0.358,10.1,7,
American Samoa National Park,2010-12-28,76.1,0.193,8.9,3,
American Samoa National Park,2010-12-29,80,0.024,10.7,6,
American Samoa National Park,2010-12-30,81.1,0.16,10.6,8,
American Samoa National Park,2010-12-31,80.9,0.108,11,10,
American Samoa National Park,2011-01-01,79.8,0.083,10,9,
American Samoa National Park,2011-01-02,78.4,0.556,9.7,7,
American Samoa National Park,2011-01-03,76.5,0.118,9.1,4,
American Samoa National Park,2011-01-04,78.9,0.118,9.9,4,
American Samoa National Park,2011-01-05,78.1,0.999,8.2,6,
American Samoa National Park,2011-01-06,76.8,0.488,9.2,3,
American Samoa National Park,2011-01-07,79.1,0.28,11,4,
American Samoa National Park,2011-01-08,82,0.031,10.6,5,
American Samoa National Park,2011-01-09,81.4,0.39,10.6,8,
American Samoa National Park,2011-01-10,79.2,0.674,8.6,7,
American Samoa National Park,2011-01-11,81.1,0.24,11,9,
American Samoa National Park,2011-01-12,79.4,0.16,10.8,6,
American Samoa National Park,2011-01-13,80.8,0.2,10.1,7,
American Samoa National Park,2011-01-14,81.3,0.032,10.9,6,
American Samoa National Park,2011-01-15,81.3,0.168,10.8,7,
American Samoa National Park,2011-01-16,81.8,0.429,10.9,8,
American Samoa National Park,2011-01-17,80.6,0.374,10.3,9,
American Samoa National Park,2011-01-18,77.8,0.89,9.8,4,
American Samoa National Park,2011-01-19,78.9,0.012,9.8,6,
American Samoa National Park,2011-01-20,79.5,0.127,9,5,
American Samoa National Park,2011-01-21,81,0.914,8.6,7,
American Samoa National Park,2011-01-22,78.9,0.626,8.1,3,
American Samoa National Park,2011-01-23,79.7,2.208,5.6,5,
American Samoa National Park,2011-01-24,78.1,1.661,5.1,4,
American Samoa National Park,2011-01-25,81.1,0.658,9.8,5,
American Samoa National Park,2011-01-26,80,0.11,10.2,6,
American Samoa National Park,2011-01-27,80.2,0.012,10.1,3,
American Samoa National Park,2011-01-28,82,0.059,10.8,5,
American Samoa National Park,2011-01-29,81.6,0.24,10.9,10,
American Samoa National Park,2011-01-30,80.1,0.28,10,6,
American Samoa National Park,2011-01-31,80.8,0.02,10.7,7,
American Samoa National Park,2011-02-01,80.7,0.039,8.2,9,
American Samoa National Park,2011-02-02,82.5,2.142,10.8,9,
American Samoa National Park,2011-02-03,81.7,0.15,10.7,6,
American Samoa National Park,2011-02-04,79.1,0.409,10.1,3,
American Samoa National Park,2011-02-05,78.8,0.031,10.6,4,
American Samoa National Park,2011-02-06,81.1,0.669,10.7,6,
American Samoa National Park,2011-02-07,80.3,0.233,10.3,6,
American Samoa National Park,2011-02-08,81.4,0.079,10.5,5,
American Samoa National Park,2011-02-09,78.7,0.288,9.8,5,
American Samoa National Park,2011-02-10,79.1,0.012,10.2,6,
American Samoa National Park,2011-02-11,78.5,0.78,10.1,9,
American Samoa National Park,2011-02-12,78.2,0.461,9.9,4,
American Samoa National Park,2011-02-13,77.6,2.409,8.6,4,
American Samoa National Park,2011-02-14,79.3,0.012,10.5,8,
American Samoa National Park,2011-02-15,78.6,0.5,10,4,
American Samoa National Park,2011-02-16,79.2,0.012,10.8,5,
American Samoa National Park,2011-02-17,77.7,0.012,10,6,
American Samoa National Park,2011-02-18,79,0.535,9.1,9,
American Samoa National Park,2011-02-19,79.8,0.751,10.9,7,
American Samoa National Park,2011-02-20,80.5,0.012,11,9,
American Samoa National Park,2011-02-21,80.7,0.156,10.9,7,
American Samoa National Park,2011-02-22,82,0.012,10.9,8,
American Samoa National Park,2011-02-23,80.8,0.091,11,8,
American Samoa National Park,2011-02-24,79.8,0.068,10.8,6,
American Samoa National Park,2011-02-25,80.6,0,11.1,8,
American Samoa National Park,2011-02-26,81.7,0,11,4,
American Samoa National Park,2011-02-27,83.5,0,11,9,
American Samoa National Park,2011-02-28,84.2,0,11,10,
American Samoa National Park,2011-03-01,82.1,0.031,10.9,8,
American Samoa National Park,2011-03-02,78.2,0.363,10.6,7,
American Samoa National Park,2011-03-03,77.8,0.571,10.5,5,
American Samoa National Park,2011-03-04,80.7,0.196,10.9,7,
American Samoa National Park,2011-03-05,81.9,0.08,11,9,
American Samoa National Park,2011-03-06,81,0.092,10.7,6,
American Samoa National Park,2011-03-07,79.2,0.072,10.9,10,
American Samoa National Park,2011-03-08,81.6,0.012,11,10,
American Samoa National Park,2011-03-09,82.8,0.124,10.3,4,
American Samoa National Park,2011-03-10,82.7,0.889,10.9,7,
American Samoa National Park,2011-03-11,84.1,0.197,10.9,10,
American Samoa National Park,2011-03-12,83.9,0.012,10.9,10,
American Samoa National Park,2011-03-13,82.8,0.031,11,9,
American Samoa National Park,2011-03-14,83.1,0.063,10.9,8,
American Samoa National Park,2011-03-15,83.6,0.291,10.8,7,
American Samoa National Park,2011-03-16,83.6,0.012,11,9,
American Samoa National Park,2011-03-17,83.1,0.012,11,9,
American Samoa National Park,2011-03-18,83.2,0.012,11.1,10,
American Samoa National Park,2011-03-19,81.8,0.012,10.8,7,
American Samoa National Park,2011-03-20,81.1,0.079,10.8,8,
American Samoa National Park,2011-03-21,78.3,0.055,9.9,6,
American Samoa National Park,2011-03-22,81.1,0.354,10.7,7,
American Samoa National Park,2011-03-23,82.7,0.13,10.9,9,
American Samoa National Park,2011-03-24,81.5,0.144,10.8,7,
American Samoa National Park,2011-03-25,82.2,0.176,10.8,5,
American Samoa National Park,2011-03-26,81.4,0.079,10.8,4,
American Samoa National Park,2011-03-27,80.5,0.039,10.6,7,
American Samoa National Park,2011-03-28,81.9,0.008,10.9,9,
American Samoa National Park,2011-03-29,82.3,0.072,10.8,8,
American Samoa National Park,2011-03-30,82,0.13,10.8,7,
American Samoa National Park,2011-03-31,79.8,0.5,10.6,7,
American Samoa National Park,2011-04-01,78.5,1.039,9.6,5,
American Samoa National Park,2011-04-02,80.9,0.661,10.5,6,
American Samoa National Park,2011-04-03,82.6,0.164,10.9,8,
American Samoa National Park,2011-04-04,83.4,0.012,10.8,9,
American Samoa National Park,2011-04-05,84,0.088,11,9,
