name,datetime,temp,precip,visibility,uvindex,severerisk
Gates Of The Arctic National Park & Preserve,2010-02-15,0.1,0,9.6,1,
Gates Of The Arctic National Park & Preserve,2010-02-16,11,0,9.9,1,
Gates Of The Arctic National Park & Preserve,2010-02-17,6.7,0,9.8,1,
Gates Of The Arctic National Park & Preserve,2010-02-18,10.6,0,9.4,1,
Gates Of The Arctic National Park & Preserve,2010-02-19,20.5,0,9.9,2,
Gates Of The Arctic National Park & Preserve,2010-02-20,25.1,0,9.2,2,
Gates Of The Arctic National Park & Preserve,2010-02-21,18.4,0,5.1,1,
Gates Of The Arctic National Park & Preserve,2010-02-22,4.2,0,3.9,1,
Gates Of The Arctic National Park & Preserve,2010-02-23,-14,0,3,1,
Gates Of The Arctic National Park & Preserve,2010-02-24,-27.7,0,1.9,2,
Gates Of The Arctic National Park & Preserve,2010-02-25,-36.4,0,3.8,2,
Gates Of The Arctic National Park & Preserve,2010-02-26,-35.3,0,3.9,2,
Gates Of The Arctic National Park & Preserve,2010-02-27,-28.3,0,7.4,2,
Gates Of The Arctic National Park & Preserve,2010-02-28,-26.2,0,8.1,1,
Gates Of The Arctic National Park & Preserve,2010-03-01,-21.6,0,3.9,2,
Gates Of The Arctic National Park & Preserve,2010-03-02,-21.6,0,5.2,2,
Gates Of The Arctic National Park & Preserve,2010-03-03,-16.4,0,3.8,2,
Gates Of The Arctic National Park & Preserve,2010-03-04,8,0,9.6,2,
Gates Of The Arctic National Park & Preserve,2010-03-05,1.9,0,9.1,2,
Gates Of The Arctic National Park & Preserve,2010-03-06,-2,0,9.8,3,
Gates Of The Arctic National Park & Preserve,2010-03-07,-1.3,0,6.7,2,
Gates Of The Arctic National Park & Preserve,2010-03-08,-12.2,0,7.3,3,
Gates Of The Arctic National Park & Preserve,2010-03-09,-15.1,0,5.9,1,
Gates Of The Arctic National Park & Preserve,2010-03-10,-11.9,0,5.2,1,
Gates Of The Arctic National Park & Preserve,2010-03-11,-16.7,0,8.3,3,
Gates Of The Arctic National Park & Preserve,2010-03-12,-16.6,0,7.1,2,
Gates Of The Arctic National Park & Preserve,2010-03-13,-13.9,0,8.7,3,
Gates Of The Arctic National Park & Preserve,2010-03-14,-24.9,0,7.4,3,
Gates Of The Arctic National Park & Preserve,2010-03-15,-23.8,0,8.6,4,
Gates Of The Arctic National Park & Preserve,2010-03-16,-7.5,0,9.6,3,
Gates Of The Arctic National Park & Preserve,2010-03-17,1.9,0,8.9,4,
Gates Of The Arctic National Park & Preserve,2010-03-18,5.4,0,9.8,4,
Gates Of The Arctic National Park & Preserve,2010-03-19,0.5,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-03-20,6.2,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-03-21,-2.4,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-03-22,-8.3,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-03-23,-12.9,0,9.2,4,
Gates Of The Arctic National Park & Preserve,2010-03-24,-9,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-03-25,-5.6,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-03-26,-6.2,0,7.3,4,
Gates Of The Arctic National Park & Preserve,2010-03-27,-21.7,0,4.8,3,
Gates Of The Arctic National Park & Preserve,2010-03-28,-17.6,0,8.4,4,
Gates Of The Arctic National Park & Preserve,2010-03-29,-4.4,0.004,8.4,4,
Gates Of The Arctic National Park & Preserve,2010-03-30,0.3,0,8.8,4,
Gates Of The Arctic National Park & Preserve,2010-03-31,13.5,0,6.7,4,
Gates Of The Arctic National Park & Preserve,2010-04-01,-3.1,0,7.4,5,
Gates Of The Arctic National Park & Preserve,2010-04-02,-7.9,0,9.5,5,
Gates Of The Arctic National Park & Preserve,2010-04-03,-10.2,0,7.3,4,
Gates Of The Arctic National Park & Preserve,2010-04-04,-1.3,0,9.7,5,
Gates Of The Arctic National Park & Preserve,2010-04-05,4.1,0,8.2,5,
Gates Of The Arctic National Park & Preserve,2010-04-06,0.5,0,9.8,5,
Gates Of The Arctic National Park & Preserve,2010-04-07,-9.5,0,9.8,4,
Gates Of The Arctic National Park & Preserve,2010-04-08,-8.5,0,5.8,4,
Gates Of The Arctic National Park & Preserve,2010-04-09,-7.7,0,9.8,5,
Gates Of The Arctic National Park & Preserve,2010-04-10,8.2,0,9.1,5,
Gates Of The Arctic National Park & Preserve,2010-04-11,25.2,0,7.6,4,
Gates Of The Arctic National Park & Preserve,2010-04-12,27.4,0,5.6,3,
Gates Of The Arctic National Park & Preserve,2010-04-13,28,0,8.7,2,
Gates Of The Arctic National Park & Preserve,2010-04-14,21.4,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-04-15,16.2,0,9.1,4,
Gates Of The Arctic National Park & Preserve,2010-04-16,19.7,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-04-17,19.3,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-04-18,23.5,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-04-19,29.2,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-04-20,24.5,0,9.3,3,
Gates Of The Arctic National Park & Preserve,2010-04-21,29.4,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-04-22,25.6,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-04-23,27.9,0,9.6,5,
Gates Of The Arctic National Park & Preserve,2010-04-24,27.1,0,6.9,4,
Gates Of The Arctic National Park & Preserve,2010-04-25,17.5,0,6.6,6,
Gates Of The Arctic National Park & Preserve,2010-04-26,13.7,0,7.1,5,
Gates Of The Arctic National Park & Preserve,2010-04-27,14.1,0,8.5,3,
Gates Of The Arctic National Park & Preserve,2010-04-28,22.4,0,8.6,6,
Gates Of The Arctic National Park & Preserve,2010-04-29,31.8,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-04-30,23.5,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-05-01,19.4,0,6.7,3,
Gates Of The Arctic National Park & Preserve,2010-05-02,19,0,8.2,6,
Gates Of The Arctic National Park & Preserve,2010-05-03,25.4,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-05-04,23.2,0,5.9,4,
Gates Of The Arctic National Park & Preserve,2010-05-05,13.6,0,7.8,6,
Gates Of The Arctic National Park & Preserve,2010-05-06,14.1,0,7.3,7,
Gates Of The Arctic National Park & Preserve,2010-05-07,23.9,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-05-08,23.2,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-05-09,10.6,0,6.3,5,
Gates Of The Arctic National Park & Preserve,2010-05-10,5.8,0,3.5,3,
Gates Of The Arctic National Park & Preserve,2010-05-11,7.8,0,8.7,5,
Gates Of The Arctic National Park & Preserve,2010-05-12,16.6,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-05-13,23.7,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-05-14,34.6,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-05-15,29.9,0,6.5,7,
Gates Of The Arctic National Park & Preserve,2010-05-16,27.7,0,6.8,3,
Gates Of The Arctic National Park & Preserve,2010-05-17,35.6,0,9.6,5,
Gates Of The Arctic National Park & Preserve,2010-05-18,28,0,9.4,7,
Gates Of The Arctic National Park & Preserve,2010-05-19,28.3,0,9.5,7,
Gates Of The Arctic National Park & Preserve,2010-05-20,27.8,0,6.8,7,
Gates Of The Arctic National Park & Preserve,2010-05-21,31.1,0,9.8,7,
Gates Of The Arctic National Park & Preserve,2010-05-22,44.2,0.04,9.3,5,
Gates Of The Arctic National Park & Preserve,2010-05-23,45.9,0.122,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-05-24,43.3,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-05-25,46,0.051,9.7,7,
Gates Of The Arctic National Park & Preserve,2010-05-26,48.7,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-05-27,54.4,0,9.3,6,
Gates Of The Arctic National Park & Preserve,2010-05-28,48.4,0,9.5,5,
Gates Of The Arctic National Park & Preserve,2010-05-29,46.3,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-05-30,53.1,0,9.7,5,
Gates Of The Arctic National Park & Preserve,2010-05-31,44.6,0.039,9.7,5,
Gates Of The Arctic National Park & Preserve,2010-06-01,32.9,0.075,8.8,4,
Gates Of The Arctic National Park & Preserve,2010-06-02,38.9,0,6.7,6,
Gates Of The Arctic National Park & Preserve,2010-06-03,41.8,0.012,6,4,
Gates Of The Arctic National Park & Preserve,2010-06-04,47.9,0,8.7,5,
Gates Of The Arctic National Park & Preserve,2010-06-05,49.4,0,7.6,5,
Gates Of The Arctic National Park & Preserve,2010-06-06,57.4,0,9.8,3,
Gates Of The Arctic National Park & Preserve,2010-06-07,56.2,0,9.1,6,
Gates Of The Arctic National Park & Preserve,2010-06-08,55.1,0.016,9.6,5,
Gates Of The Arctic National Park & Preserve,2010-06-09,55.1,4.805,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-06-10,55.1,0,9.8,5,
Gates Of The Arctic National Park & Preserve,2010-06-11,56.5,0,9.1,6,
Gates Of The Arctic National Park & Preserve,2010-06-12,55.3,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-06-13,53.8,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-06-14,54.1,0.079,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-06-15,54.7,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-06-16,49.2,0.051,9.5,4,
Gates Of The Arctic National Park & Preserve,2010-06-17,51.7,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-06-18,51,0,9.7,5,
Gates Of The Arctic National Park & Preserve,2010-06-19,45.4,0,8.7,5,
Gates Of The Arctic National Park & Preserve,2010-06-20,52.3,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-06-21,55.3,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-06-22,52,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-06-23,53.5,0,9.8,5,
Gates Of The Arctic National Park & Preserve,2010-06-24,54.2,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-06-25,50.2,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-06-26,47.5,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-06-27,46.3,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-06-28,53.1,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-06-29,59.4,0,9.7,7,
Gates Of The Arctic National Park & Preserve,2010-06-30,59.3,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-07-01,56.1,0.032,8.4,5,
Gates Of The Arctic National Park & Preserve,2010-07-02,56.8,0.863,9.3,4,
Gates Of The Arctic National Park & Preserve,2010-07-03,51.5,0,9.5,7,
Gates Of The Arctic National Park & Preserve,2010-07-04,55.1,0,9.8,6,
Gates Of The Arctic National Park & Preserve,2010-07-05,47.3,0.071,9.6,5,
Gates Of The Arctic National Park & Preserve,2010-07-06,45.5,0.048,9.7,4,
Gates Of The Arctic National Park & Preserve,2010-07-07,49.7,0.012,9.3,5,
Gates Of The Arctic National Park & Preserve,2010-07-08,59.2,0,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-07-09,62.8,0,9.7,7,
Gates Of The Arctic National Park & Preserve,2010-07-10,61.9,0.036,9.8,6,
Gates Of The Arctic National Park & Preserve,2010-07-11,57,0.004,,6,
Gates Of The Arctic National Park & Preserve,2010-07-12,48.1,0.036,,7,
Gates Of The Arctic National Park & Preserve,2010-07-13,49.7,0.036,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-07-14,43.5,0.088,,4,
Gates Of The Arctic National Park & Preserve,2010-07-15,43.1,0.052,9.9,7,
Gates Of The Arctic National Park & Preserve,2010-07-16,44,0.012,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-07-17,48.9,4.403,9.9,1,
Gates Of The Arctic National Park & Preserve,2010-07-18,48.9,0.107,9.7,2,
Gates Of The Arctic National Park & Preserve,2010-07-19,47.4,0.214,9.6,2,
Gates Of The Arctic National Park & Preserve,2010-07-20,48.1,0.032,8.2,5,
Gates Of The Arctic National Park & Preserve,2010-07-21,53.8,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-07-22,52.4,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-07-23,52.4,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-07-24,53.2,0.024,9,7,
Gates Of The Arctic National Park & Preserve,2010-07-25,53.5,0.201,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-07-26,53.2,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-07-27,54.7,0.036,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-07-28,52.3,0.012,9.7,6,
Gates Of The Arctic National Park & Preserve,2010-07-29,51.4,0.083,9.8,5,
Gates Of The Arctic National Park & Preserve,2010-07-30,53.1,0.063,9.4,6,
Gates Of The Arctic National Park & Preserve,2010-07-31,55.2,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-08-01,58.9,0,9.9,6,
Gates Of The Arctic National Park & Preserve,2010-08-02,62.2,0,9.7,6,
Gates Of The Arctic National Park & Preserve,2010-08-03,60.7,0,9.8,6,
Gates Of The Arctic National Park & Preserve,2010-08-04,58.6,0,9.7,6,
Gates Of The Arctic National Park & Preserve,2010-08-05,56.3,0.06,9.5,3,
Gates Of The Arctic National Park & Preserve,2010-08-06,47.4,0.217,8,3,
Gates Of The Arctic National Park & Preserve,2010-08-07,45.2,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-08-08,52.5,0,9.3,6,
Gates Of The Arctic National Park & Preserve,2010-08-09,48.4,0.024,5.7,2,
Gates Of The Arctic National Park & Preserve,2010-08-10,50.4,0,6.8,2,
Gates Of The Arctic National Park & Preserve,2010-08-11,50,0,7.4,4,
Gates Of The Arctic National Park & Preserve,2010-08-12,50.1,0.02,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-08-13,50.6,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-08-14,49.2,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-08-15,60.7,0,9.8,6,
Gates Of The Arctic National Park & Preserve,2010-08-16,58.7,0.15,9.8,6,
Gates Of The Arctic National Park & Preserve,2010-08-17,53.9,0.048,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-08-18,52.1,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-08-19,47.9,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-08-20,46,0.241,9.1,4,
Gates Of The Arctic National Park & Preserve,2010-08-21,46.4,0,9.9,2,
Gates Of The Arctic National Park & Preserve,2010-08-22,43.3,0,8.8,4,
Gates Of The Arctic National Park & Preserve,2010-08-23,44.4,0,6.4,5,
Gates Of The Arctic National Park & Preserve,2010-08-24,44.8,0,6.1,6,
Gates Of The Arctic National Park & Preserve,2010-08-25,43.4,0,9.5,3,
Gates Of The Arctic National Park & Preserve,2010-08-26,46.8,0.044,9.8,5,
Gates Of The Arctic National Park & Preserve,2010-08-27,45.2,0.02,9.8,5,
Gates Of The Arctic National Park & Preserve,2010-08-28,47.2,0.036,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-08-29,43.7,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-08-30,43.5,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-08-31,42.9,0,7.6,5,
Gates Of The Arctic National Park & Preserve,2010-09-01,43.6,0,8.8,4,
Gates Of The Arctic National Park & Preserve,2010-09-02,42.7,0,9.8,4,
Gates Of The Arctic National Park & Preserve,2010-09-03,41.3,0,9.8,4,
Gates Of The Arctic National Park & Preserve,2010-09-04,45.9,0,9.9,1,
Gates Of The Arctic National Park & Preserve,2010-09-05,45.5,0,9.9,2,
Gates Of The Arctic National Park & Preserve,2010-09-06,49.9,0,9.9,1,
Gates Of The Arctic National Park & Preserve,2010-09-07,52.3,0,9.9,1,
Gates Of The Arctic National Park & Preserve,2010-09-08,49.6,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-09-09,49,0,9.9,5,
Gates Of The Arctic National Park & Preserve,2010-09-10,45.1,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-09-11,46.3,8.429,9.7,4,
Gates Of The Arctic National Park & Preserve,2010-09-12,46.2,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-09-13,47.5,0,9.9,4,
Gates Of The Arctic National Park & Preserve,2010-09-14,47,0,9.8,4,
Gates Of The Arctic National Park & Preserve,2010-09-15,44.4,0,9.7,3,
Gates Of The Arctic National Park & Preserve,2010-09-16,43.5,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-09-17,43.2,0,9.6,4,
Gates Of The Arctic National Park & Preserve,2010-09-18,38.5,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-09-19,38.4,0,9.8,4,
Gates Of The Arctic National Park & Preserve,2010-09-20,32.9,0,7.3,4,
Gates Of The Arctic National Park & Preserve,2010-09-21,28.1,0,7.6,4,
Gates Of The Arctic National Park & Preserve,2010-09-22,22.2,0,5.9,4,
Gates Of The Arctic National Park & Preserve,2010-09-23,22.6,0,9.5,4,
Gates Of The Arctic National Park & Preserve,2010-09-24,26.5,0,9.3,4,
Gates Of The Arctic National Park & Preserve,2010-09-25,23.2,0,7.1,4,
Gates Of The Arctic National Park & Preserve,2010-09-26,19.1,0,8.3,3,
Gates Of The Arctic National Park & Preserve,2010-09-27,15.1,0,9.2,3,
Gates Of The Arctic National Park & Preserve,2010-09-28,13.2,0,9.7,3,
Gates Of The Arctic National Park & Preserve,2010-09-29,9.2,0,9.9,3,
Gates Of The Arctic National Park & Preserve,2010-09-30,11.9,0,9.9,1,
Gates Of The Arctic National Park & Preserve,2010-10-01,14.8,0,6.9,2,
Gates Of The Arctic National Park & Preserve,2010-10-02,22.3,0,5.9,1,
Gates Of The Arctic National Park & Preserve,2010-10-03,23.3,0.02,7.5,3,
Gates Of The Arctic National Park & Preserve,2010-10-04,15,0,5,2,
Gates Of The Arctic National Park & Preserve,2010-10-05,16.3,0,7.6,3,
Gates Of The Arctic National Park & Preserve,2010-10-06,20.2,0,8.9,2,
Gates Of The Arctic National Park & Preserve,2010-10-07,16.8,0,8.6,2,
Gates Of The Arctic National Park & Preserve,2010-10-08,10.5,0,9.9,2,
Gates Of The Arctic National Park & Preserve,2010-10-09,5.6,0,7.3,2,
Gates Of The Arctic National Park & Preserve,2010-10-10,9.3,0,2.8,2,
Gates Of The Arctic National Park & Preserve,2010-10-11,9.4,0,8.5,2,
Gates Of The Arctic National Park & Preserve,2010-10-12,6.2,0,9.8,2,
Gates Of The Arctic National Park & Preserve,2010-10-13,17,0,9.9,2,
Gates Of The Arctic National Park & Preserve,2010-10-14,15.6,0,8.3,2,
Gates Of The Arctic National Park & Preserve,2010-10-15,3.3,0,6.2,2,
Gates Of The Arctic National Park & Preserve,2010-10-16,-0.5,0,9.8,2,
Gates Of The Arctic National Park & Preserve,2010-10-17,-5.2,0,9.8,2,
Gates Of The Arctic National Park & Preserve,2010-10-18,-3.2,0,9.7,1,
Gates Of The Arctic National Park & Preserve,2010-10-19,9,0,8.9,1,
Gates Of The Arctic National Park & Preserve,2010-10-20,17.5,0,9.2,1,
Gates Of The Arctic National Park & Preserve,2010-10-21,14,0,9.9,1,
Gates Of The Arctic National Park & Preserve,2010-10-22,8.2,0,9.8,2,
Gates Of The Arctic National Park & Preserve,2010-10-23,3.7,0,9.6,1,
Gates Of The Arctic National Park & Preserve,2010-10-24,7.1,0,7.6,2,
Gates Of The Arctic National Park & Preserve,2010-10-25,9.7,0,8.1,1,
Gates Of The Arctic National Park & Preserve,2010-10-26,8.9,0,9.1,1,
Gates Of The Arctic National Park & Preserve,2010-10-27,13.9,0,9.5,1,
Gates Of The Arctic National Park & Preserve,2010-10-28,19.5,0.02,9.9,1,
Gates Of The Arctic National Park & Preserve,2010-10-29,13.5,0,8.7,1,
Gates Of The Arctic National Park & Preserve,2010-10-30,8.7,0,5.6,1,
Gates Of The Arctic National Park & Preserve,2010-10-31,3,0,8.6,1,
Gates Of The Arctic National Park & Preserve,2010-11-01,6.7,0,2.4,1,
Gates Of The Arctic National Park & Preserve,2010-11-02,6.1,0,3.9,1,
Gates Of The Arctic National Park & Preserve,2010-11-03,5.1,0,8.6,1,
Gates Of The Arctic National Park & Preserve,2010-11-04,6,0,8.9,1,
Gates Of The Arctic National Park & Preserve,2010-11-05,11.2,0,8.4,0,
Gates Of The Arctic National Park & Preserve,2010-11-06,8.6,0,9.4,1,
Gates Of The Arctic National Park & Preserve,2010-11-07,6.8,0,4.7,0,
Gates Of The Arctic National Park & Preserve,2010-11-08,8.5,0,8.2,0,
Gates Of The Arctic National Park & Preserve,2010-11-09,7.2,0,9.3,0,
Gates Of The Arctic National Park & Preserve,2010-11-10,-1.7,0,8.9,0,
Gates Of The Arctic National Park & Preserve,2010-11-11,-2.7,0,6.3,1,
Gates Of The Arctic National Park & Preserve,2010-11-12,-1.2,0,5.6,0,
Gates Of The Arctic National Park & Preserve,2010-11-13,-0.7,0,6.7,0,
Gates Of The Arctic National Park & Preserve,2010-11-14,-1.9,0,4.3,0,
Gates Of The Arctic National Park & Preserve,2010-11-15,-6.1,0,7.7,0,
Gates Of The Arctic National Park & Preserve,2010-11-16,-10.8,0,8.2,0,
Gates Of The Arctic National Park & Preserve,2010-11-17,-3.7,0,2.1,0,
Gates Of The Arctic National Park & Preserve,2010-11-18,1.2,0,5.9,0,
Gates Of The Arctic National Park & Preserve,2010-11-19,12.6,0,8.8,0,
Gates Of The Arctic National Park & Preserve,2010-11-20,15.9,0,8,0,
Gates Of The Arctic National Park & Preserve,2010-11-21,19.8,0,6.1,0,
Gates Of The Arctic National Park & Preserve,2010-11-22,24,0.02,7.3,0,
Gates Of The Arctic National Park & Preserve,2010-11-23,20.6,0,7,0,
Gates Of The Arctic National Park & Preserve,2010-11-24,15.7,0,5.3,0,
Gates Of The Arctic National Park & Preserve,2010-11-25,8.9,0,8.5,0,
Gates Of The Arctic National Park & Preserve,2010-11-26,5.2,0,5.9,0,
Gates Of The Arctic National Park & Preserve,2010-11-27,8.2,0,3.8,0,
Gates Of The Arctic National Park & Preserve,2010-11-28,4.8,0,7.4,0,
Gates Of The Arctic National Park & Preserve,2010-11-29,-14.2,0,8.8,0,
Gates Of The Arctic National Park & Preserve,2010-11-30,-12.3,0,9.1,0,
Gates Of The Arctic National Park & Preserve,2010-12-01,-16.4,0,7.6,0,
Gates Of The Arctic National Park & Preserve,2010-12-02,-8.6,0,7.5,0,
Gates Of The Arctic National Park & Preserve,2010-12-03,-4.6,0,8.7,0,
Gates Of The Arctic National Park & Preserve,2010-12-04,-7.4,0,3.8,0,
Gates Of The Arctic National Park & Preserve,2010-12-05,-16.7,0,8.3,0,
Gates Of The Arctic National Park & Preserve,2010-12-06,-12.9,0,9.6,0,
Gates Of The Arctic National Park & Preserve,2010-12-07,-13.3,0,9.5,0,
Gates Of The Arctic National Park & Preserve,2010-12-08,-10.9,0,9.9,0,
Gates Of The Arctic National Park & Preserve,2010-12-09,-5.6,0,7.3,0,
Gates Of The Arctic National Park & Preserve,2010-12-10,-7.4,0,7.4,0,
Gates Of The Arctic National Park & Preserve,2010-12-11,-15.9,0,7.9,0,
Gates Of The Arctic National Park & Preserve,2010-12-12,-13.6,0.032,7.1,0,
Gates Of The Arctic National Park & Preserve,2010-12-13,-8,0,1.5,0,
Gates Of The Arctic National Park & Preserve,2010-12-14,-13.5,0,4.6,0,
Gates Of The Arctic National Park & Preserve,2010-12-15,-7.1,0,6.7,0,
Gates Of The Arctic National Park & Preserve,2010-12-16,-13.4,0,8.5,0,
Gates Of The Arctic National Park & Preserve,2010-12-17,-14.9,0,9.9,0,
Gates Of The Arctic National Park & Preserve,2010-12-18,-11.1,0,5.2,0,
Gates Of The Arctic National Park & Preserve,2010-12-19,-2.8,0,2.4,0,
Gates Of The Arctic National Park & Preserve,2010-12-20,4.6,0,5.3,0,
