OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834209,,,Carbon dioxide,Total,0.6,mg/l,,Accepted,,Actual,,,,,,,,,,,00405,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834210,,,Bicarbonate,Dissolved,59,mg/l,,Accepted,,Actual,,,,,,,,,,,00453,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834211,Not Detected,,Inorganic nitrogen (nitrate and nitrite),Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00631,,,,,,,,,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",,USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2018-09-17,,,Detection limit by DQCALC,0.04,mg/l as N,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834212,,,"Hardness, Ca, Mg",,52.8,mg/l CaCO3,,Accepted,,Actual,,,,,,,,,,,00900,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834213,,,"Hardness, non-carbonate",Dissolved,4,mg/l CaCO3,,Accepted,,Actual,,,,,,,,,,,00904,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834214,,,Calcium,Dissolved,18.6,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,0.022,mg/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834215,,,Magnesium,Dissolved,1.50,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,0.011,mg/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834216,,,Sodium,Dissolved,3.33,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,0.4,mg/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834217,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.20,None,,Accepted,,Actual,,,,,,,,,,,00931,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834218,,,"Sodium, percent total cations",,12,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834219,,,Potassium,Dissolved,0.49,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2018-09-21,below the reporting level but at or above the detection level,,Detection limit by DQCALC,0.3,mg/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834220,,,Chloride,Dissolved,0.85,mg/l,,Accepted,,Actual,,,,,,,,,,,00940,,,,,,,,,IC022,USGS,"Anions, wf, IC",,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2018-09-06,,,Detection limit by DQCALC,0.02,mg/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834221,,,Sulfate,Dissolved,2.66,mg/l,,Accepted,,Actual,,,,,,,,,,,00945,,,,,,,,,IC022,USGS,"Anions, wf, IC",,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2018-09-06,,,Detection limit by DQCALC,0.02,mg/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834222,,,Fluoride,Dissolved,0.05,mg/l,,Accepted,,Actual,,,,,,,,,,,00950,,,,,,,,,IC003,USGS,"Fluoride, wf, IC",,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2018-09-06,,,Detection limit by DQCALC,0.01,mg/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834223,,,Silica,Dissolved,12.2,mg/l,,Accepted,,Actual,,,,,,,,,,,00955,,,,,,,,,CL151,USGS,"Silica, wf, DA",,USGS TWRI 5-A1/1989,"USGS-National Water Quality Lab, Denver, CO",2018-09-11,sample was diluted,,Detection limit by DQCALC,0.06,mg/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834224,,,Barium,Dissolved,59.0,ug/l,,Accepted,,Actual,,,,,,,,,,,01005,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,0.6,ug/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834225,,,Boron,Dissolved,9.3,ug/l,,Accepted,,Actual,,,,,,,,,,,01020,,,,,,,,,PLA13,USGS,"Metals, wf, suppliment, ICP-AES",,USGS OF 96-149,"USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,2,ug/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834226,Not Detected,,Iron,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,01046,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,10,ug/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834227,Not Detected,,Manganese,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,01056,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,0.2,ug/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834228,Not Detected,,Molybdenum,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,01060,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,2.2,ug/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834229,,,Strontium,Dissolved,79.5,ug/l,,Accepted,,Actual,,,,,,,,,,,01080,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2018-09-21,,,Detection limit by DQCALC,0.2,ug/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834230,,,Lithium,Dissolved,1.55,ug/l,,Accepted,,Actual,,,,,,,,,,,01130,,,,,,,,,PLM40,USGS,"Metals, water, ICP-MS (NWQL)",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2018-09-05,,,Blank-adjusted method detect limit,0.15,ug/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834231,,,Tritium,Total,21.5,pCi/L,,Accepted,,Actual,,,,,0.89,,,,,,07000,,,,,,,,,LSC14,USGS,"Tritium,enrich liq scint(Reston)",,"USGS TWRI 5-A5/1977, p 79","USGS Tritium Lab, Menlo Park, CA",2019-05-24,,,Sample-specific critical level,0.35,pCi/L,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834232,,,Uranium,Dissolved,0.669,ug/l,,Accepted,,Actual,,,,,,,,,,,22703,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2018-09-05,,,Blank-adjusted method detect limit,0.03,ug/l,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834233,,,Alkalinity,Dissolved,49,mg/l CaCO3,,Accepted,,Actual,,,,,,,,,,,39086,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834234,,,Carbon-14,Dissolved,97.49,pct modern,,Accepted,,Actual,,,,,,,,,,,49933,,,,,,,,,AMS02,USGS,"Carbon-14, wf,  by AMS",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2018-11-11,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834235,,,Carbon-14,Dissolved,0.240,pct modern,,Accepted,Counting Error,Actual,,,,,,,,,,,49934,,,,,,,,,AMS02,USGS,"Carbon-14, wf,  by AMS",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2018-11-11,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834236,,,Carbon-13/Carbon-12 ratio,Total,-6.40,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2018-11-11,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01800717,Sample-Routine,Water,Surface Water,2018-08-20,11:30:00,PDT,,,,,,,,,,,,,,,USGS-10243230,,L-2428703 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-111834237,,,Deuterium/Hydrogen ratio,Total,-109,per mil,,Accepted,,Actual,,,,,,,,,,,82082,,,,,,,,,MS007,USGS,"Deuterium/Protium, wu, MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2018-09-28,,,,,,,,NWIS
