OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2526_20150816_FLD_WTR_R0,Field Msr/Obs,Water,,2015-08-16,09:55:00,PST,2015-08-16,11:40:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305920000,-118.5174300000,,,,GPS-Unspecified,NAD83,,,,,,,,,,,,,,,,,,,,,SIEN_INSITU,11NPSWRD_WQX,Sierra Network In situ Measurements with Probe,,In situ measurement with probe,Probe/Sensor,Measurements made on site using a multiparameter sonde,,,,,,,,,,,,,,Dissolved oxygen (DO),None,6.82,mg/L,,Final,,Actual,,,,,,,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_PROBE,11NPSWRD_WQX,SIEN Probe,,,,2015-08-16,0001-01-01 09:55:00,PST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2526_20150816_LAB_WTR_R0,Sample-Routine,Water,,2015-08-16,09:55:00,PST,2015-08-16,11:40:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305920000,-118.5174300000,,,,GPS-Unspecified,NAD83,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Sulfate,Dissolved,5.04,umol/L,,Final,,Actual,,,,,,,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.1,USEPA,Determination of Inorganic Anions in Drinking Water by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4674/,Kiowa Labs,2015-08-16,0001-01-01 10:08:00,PST,,,,,,Lower Quantitation Limit,0.0954,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2526_20150816_LAB_WTR_R0,Sample-Routine,Water,,2015-08-16,09:55:00,PST,2015-08-16,11:40:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305920000,-118.5174300000,,,,GPS-Unspecified,NAD83,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Magnesium,Dissolved,3.51,umol/L,,Final,,Actual,,,,,,,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,Kiowa Labs,2015-08-16,0001-01-01 10:08:00,PST,,,,,,Lower Quantitation Limit,0.1272,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2526_20150816_LAB_WTR_R0,Sample-Routine,Water,,2015-08-16,09:55:00,PST,2015-08-16,11:40:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305920000,-118.5174300000,,,,GPS-Unspecified,NAD83,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Calcium,Dissolved,47.92,umol/L,,Final,,Actual,,,,,,,,,,4 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,Kiowa Labs,2015-08-16,0001-01-01 10:08:00,PST,,,,,,Lower Quantitation Limit,0.636,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2526_20150816_LAB_WTR_R0,Sample-Routine,Water,,2015-08-16,09:55:00,PST,2015-08-16,11:40:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305920000,-118.5174300000,,,,GPS-Unspecified,NAD83,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,Detected Not Quantified,as N,Nitrogen,Non-Filterable (Particle),,ug/L,,Final,,Actual,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440(W),USEPA,440 W  ~ Determination of Carbon and Nitrogen,,,University of Maryland Center for Environmental Science Ches,2015-08-16,0001-01-01 10:08:00,PST,,,,,,Lower Quantitation Limit,33.39,ug/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2526_20150816_LAB_WTR_R0,Sample-Routine,Water,,2015-08-16,09:55:00,PST,2015-08-16,11:40:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305920000,-118.5174300000,,,,GPS-Unspecified,NAD83,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,Not Detected,as P,"Total Phosphorus, mixed forms",Non-Filterable (Particle),,umol/L,,Final,,Actual,,,,,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_EPA_8270M,11NPSWRD_WQX,Modification of Semivolatile Organic Compounds by GC/MS,,,University of Maryland Center for Environmental Science Ches,2015-08-16,0001-01-01 10:08:00,PST,,,,,,Lower Quantitation Limit,0.21624,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2526_20150816_LAB_WTR_R0,Sample-Routine,Water,,2015-08-16,09:55:00,PST,2015-08-16,11:40:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305920000,-118.5174300000,,,,GPS-Unspecified,NAD83,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,Not Reported,,Gran acid neutralizing capacity,None,,ueq/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_GRAN,11NPSWRD_WQX,SIEN Gran Titration,,,Kiowa Labs,2015-08-16,0001-01-01 10:08:00,PST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,as P,"Total Phosphorus, mixed forms",Non-Filterable (Particle),0.05,umol/L,,Final,,Actual,,,,,5.968090845,-88,,,,2 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_EPA_8270M,11NPSWRD_WQX,Modification of Semivolatile Organic Compounds by GC/MS,,,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,0.01982,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,as N,Nitrogen,Dissolved,5.48,umol/L,,Final,,Actual,,,,,0.0974986759,0.979782774,,,,2 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_VALD,11NPSWRD_WQX,Valderrama Digestion followed by EPA Method 365.5,,,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,4.53214,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_FLD_WTR_R0,Field Msr/Obs,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_INSITU,11NPSWRD_WQX,Sierra Network In situ Measurements with Probe,,In situ measurement with probe,Probe/Sensor,Measurements made on site using a multiparameter sonde,,,,,,,,,,,,,,Dissolved oxygen (DO),None,6.68,mg/L,,Final,,Actual,,,,,,,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_PROBE,11NPSWRD_WQX,SIEN Probe,,,,2010-08-23,0001-01-01 14:35:00,PST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Gran acid neutralizing capacity,None,66.63,ueq/L,,Final,,Actual,,,,,,,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_GRAN,11NPSWRD_WQX,SIEN Gran Titration,,,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,4.77,ueq/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Specific conductance,None,8.2,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,2 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,USEPA,Conductance,,https://www.nemi.gov/methods/method_summary/5210/,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,0.318,uS/cm,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Sulfate,Dissolved,3.083,umol/L,,Final,,Actual,,,,,9.237521519,0.9972635268,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.1,USEPA,Determination of Inorganic Anions in Drinking Water by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4674/,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,0.66144,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,Detected Not Quantified,as P,"Total Phosphorus, mixed forms",Dissolved,,umol/L,,Final,,Actual,,,,,6.402095372,0.9905948244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_EPA_8270M,11NPSWRD_WQX,Modification of Semivolatile Organic Compounds by GC/MS,,,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,0.07773,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Sodium,Dissolved,12.134,umol/L,,Final,,Actual,,,,,2.5870688137,0.9416980361,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,0.13674,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Magnesium,Dissolved,2.346,umol/L,,Final,,Actual,,,,,2.0596935169,0.9611235076,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,0.26076,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_FLD_WTR_R0,Field Msr/Obs,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_INSITU,11NPSWRD_WQX,Sierra Network In situ Measurements with Probe,,In situ measurement with probe,Probe/Sensor,Measurements made on site using a multiparameter sonde,,,,,,,,,,,,,,Specific conductance,None,8.2,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,2 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEN_PROBE,11NPSWRD_WQX,SIEN Probe,,,,2010-08-23,0001-01-01 14:35:00,PST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Total Particulate Carbon,Non-Filterable (Particle),147.2926,ug/L,,Final,,Actual,,,,,-88,-88,,,,4 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440(W),USEPA,440 W  ~ Determination of Carbon and Nitrogen,,,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,59.148,ug/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,as N,Nitrogen,Non-Filterable (Particle),9.55,ug/L,,Final,,Actual,,,,,-88,-88,,,,2 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440(W),USEPA,440 W  ~ Determination of Carbon and Nitrogen,,,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,3.7206,ug/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Calcium,Dissolved,28.773,umol/L,,Final,,Actual,,,,,2.1297674499,0.9572092372,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,0.0795,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,as N,Nitrate,Dissolved,2.009,umol/L,,Final,,Actual,,,,,1.0208737729,0.9963174012,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.1,USEPA,Determination of Inorganic Anions in Drinking Water by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4674/,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,1.02714,umol/L,,,,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KICA_S036-OUT_2301_20100823_LAB_WTR_R0,Sample-Routine,Water,,2010-08-23,14:35:00,PST,2010-08-23,16:20:00,PST,Surface,,,,,,,,SIEN_LAKES,SIEN,11NPSWRD_WQX-KICA_S036-OUT,,,,,36.7305660000,-118.5173700000,,,,GPS-Unspecified,WGS84,,,,,,,,,,,,,,,,,,,,,SIEN_GRAB,11NPSWRD_WQX,Sierra Network Grab Sample Procedure,,Grab sample,Water Bottle,Simple non-integrated grab sample,,,,,,,,,,,,,,Potassium,Dissolved,4.955,umol/L,,Final,,Actual,,,,,4.3127572608,1.0125600833,,,,3 significant figure(s) of result.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"University of California, Riverside-Sickman Lab",2010-08-23,0001-01-01 14:52:00,PST,,,,,,Lower Quantitation Limit,0.16218,umol/L,,,,,,,,,,,,,,,,,STORET
