OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2748457.2,Sample-Routine,Water,Surface Water,2015-08-24,11:00:00,EST,2015-08-24,11:00:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,000002,21VASWCB,Ambient Water Quality Monitoring QAPP and SOP,,,Water Sampler (Other),,,,,,,,,,,,,,as N,Kjeldahl nitrogen,Total,.1,mg/L,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2,USEPA,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/9626/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2733733.FDTREC,Field Msr/Obs,Water,,2015-04-23,13:45:00,EST,2015-04-23,13:45:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pH,Total,7.2,None,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2961967.FDTREC,Field Msr/Obs,Water,,2015-11-02,10:20:00,EST,2015-11-02,10:20:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-1BNKW001.97,,,,,38.4833000000,-78.5161000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissolved oxygen (DO),Dissolved,10.85,mg/L,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500-O G,21VASWCB,Oxygen by Membrane Electrode Method Standard Methods 20 ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2748457.FDTREC,Field Msr/Obs,Water,,2015-08-24,11:00:00,EST,2015-08-24,11:00:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weather comments (text),Total,Clear,None,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2733733.FDTREC,Field Msr/Obs,Water,,2015-04-23,13:45:00,EST,2015-04-23,13:45:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weather comments (text),Total,Cloudy,None,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2733733.1,Sample-Routine,Water,Surface Water,2015-04-23,13:45:00,EST,2015-04-23,13:45:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,000002,21VASWCB,Ambient Water Quality Monitoring QAPP and SOP,,,Water Sampler (Other),,,,,,,,,,,,,,,Total solids,Total,16,mg/L,,Accepted,,Actual,,,,,,,,,,Analyte detected above the MDL but below the method quantification limit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I3750,USDOI/USGS,Residue by Evaporation and Gravimetric,,https://www.nemi.gov/methods/method_summary/5493/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2961967.FDTREC,Field Msr/Obs,Water,,2015-11-02,10:20:00,EST,2015-11-02,10:20:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-1BNKW001.97,,,,,38.4833000000,-78.5161000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temperature, water",Total,11.22,deg C,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2733733.FDTREC,Field Msr/Obs,Water,,2015-04-23,13:45:00,EST,2015-04-23,13:45:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissolved oxygen (DO),Dissolved,101.9,%,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500-O G,21VASWCB,Oxygen by Membrane Electrode Method Standard Methods 20 ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2748457.1,Sample-Routine,Water,Surface Water,2015-08-24,11:00:00,EST,2015-08-24,11:00:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,000002,21VASWCB,Ambient Water Quality Monitoring QAPP and SOP,,,Water Sampler (Other),,,,,,,,,,,,,,as N,Nitrogen,Total,.28,mg/L,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-N-C,APHA,4500 N C ~ Persufate Method for Total Nitrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2748457.1,Sample-Routine,Water,Surface Water,2015-08-24,11:00:00,EST,2015-08-24,11:00:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,000002,21VASWCB,Ambient Water Quality Monitoring QAPP and SOP,,,Water Sampler (Other),,,,,,,,,,,,,,,Total suspended solids,Non-Filterable (Particle),4,mg/L,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I3765,USDOI/USGS,Residue by Evaporation and Gravimetric,,https://www.nemi.gov/methods/method_summary/5495/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2748457.FDTREC,Field Msr/Obs,Water,,2015-08-24,11:00:00,EST,2015-08-24,11:00:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temperature, water",Total,16.86,deg C,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2961967.FDTREC,Field Msr/Obs,Water,,2015-11-02,10:20:00,EST,2015-11-02,10:20:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-1BNKW001.97,,,,,38.4833000000,-78.5161000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pH,Total,8.08,None,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2748457.2,Sample-Routine,Water,Surface Water,2015-08-24,11:00:00,EST,2015-08-24,11:00:00,EST,,.3,m,,,,,,000002.RB,DEQ,21VASWCB-3-RAP088.21,,,,,38.4871000000,-78.4067000000,,,,,,,,,,,,,,,,,,,,,,,,,,000002,21VASWCB,Ambient Water Quality Monitoring QAPP and SOP,,,Water Sampler (Other),,,,,,,,,,,,,,as P,Phosphorus,Total,.03,mg/L,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.4,USEPA,Total Phosphorus After Block Digestion,,https://www.nemi.gov/methods/method_summary/5313/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
