OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Orthophosphate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Method Code reloaded per NWQL Rapi-Note 15-002,00671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)",,"Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2014-08-26,,,,,,,see result laboratory comment,Long Term Method Detection Level,0.004,mg/l as P,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Hardness, Ca, Mg",,0.56,mg/l CaCO3,,Accepted,,Actual,,,,,,,,,,,00900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Calcium,Dissolved,0.184,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2014-08-28,,,,,,,,Long Term Method Detection Level,0.022,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Magnesium,Dissolved,0.024,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2014-08-28,,,,,,,,Long Term Method Detection Level,0.011,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Sodium,Dissolved,0.25,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2014-08-28,,,,,,,,Long Term Method Detection Level,0.06,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.14,None,,Accepted,,Actual,,,,,,,,,,,00931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Potassium,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2014-08-28,,,,,,,,Long Term Method Detection Level,0.03,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Chloride,Dissolved,0.05,mg/l,,Accepted,,Actual,,,,,,,,,,,00940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC022,USGS,"Anions, wf, IC",,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2014-11-29,,,,,,,,Long Term Method Detection Level,0.02,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Sulfate,Dissolved,0.23,mg/l,,Accepted,,Actual,,,,,,,,,,,00945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC022,USGS,"Anions, wf, IC",,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2014-11-29,,,,,,,,Long Term Method Detection Level,0.02,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Fluoride,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,00950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC003,USGS,"Fluoride, wf, IC",,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2014-11-14,,,,,,,,Long Term Method Detection Level,0.01,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Silica,Dissolved,1.23,mg/l,,Accepted,,Actual,,,,,,,,,,,00955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2014-08-28,,,,,,,,Long Term Method Detection Level,0.018,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Barium,Recoverable,1.97,ug/l,,Accepted,,Actual,,,,,,,,,,,01007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM47,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.25,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,nwiswa.01.01402494,Sample-Routine,Water,Surface Water,2014-08-16,20:00:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-465104121452801,,,Not applicable,Under ice cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Beryllium,Recoverable,,,,Accepted,,Actual,,,,,,,,,,,01012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM47,USGS,"Metals, wu, ICP-MS",,USGS OF 98-165,"USGS-National Water Quality Lab, Denver, CO",2014-09-09,,,,,,,,Long Term Method Detection Level,0.02,ug/l,,,,,,,,,,,,,,,,,NWIS
