OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.016M,Sample-Routine,Water,Surface Water,2011-09-16,13:15:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1001,,,,,37.8091000000,-105.5067000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Magnesium,Dissolved,1922,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,0001-01-01 14:05:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.016M,Sample-Routine,Water,Surface Water,2011-09-16,15:00:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1003,,,,,37.7956000000,-105.5047000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Magnesium,Dissolved,3970,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,0001-01-01 13:03:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.004M,Sample-Routine,Water,Surface Water,2011-02-18,16:15:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1003,,,,,37.7956000000,-105.5047000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Potassium,Dissolved,925,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-24,0001-01-01 10:42:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.016,Sample-Routine,Water,Surface Water,2011-09-16,15:00:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1003,,,,,37.7956000000,-105.5047000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Dissolved oxygen (DO),,7.3,mg/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.2,USEPA,Dissolved Oxygen by Winkler Technique,,https://www.nemi.gov/methods/method_summary/5253/,,2011-09-16,0001-01-01 15:00:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.010M,Sample-Routine,Water,Surface Water,2011-05-27,13:30:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1001,,,,,37.8091000000,-105.5067000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Cadmium,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-14,0001-01-01 13:01:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.003M,Sample-Routine,Water,Surface Water,2011-01-21,16:30:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1003,,,,,37.7956000000,-105.5047000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Selenium,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-03-03,0001-01-01 11:30:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.007M,Sample-Routine,Water,Surface Water,2011-04-16,12:30:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1001,,,,,37.8091000000,-105.5067000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Cadmium,Dissolved,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,0001-01-01 11:45:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.003,Sample-Routine,Water,Surface Water,2011-01-21,13:00:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1001,,,,,37.8091000000,-105.5067000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,"Temperature, sample",,0,deg C,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,https://www.nemi.gov/methods/method_summary/5216/,,2011-01-21,0001-01-01 13:00:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.006M,Sample-Routine,Water,Surface Water,2011-03-30,11:00:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1001,,,,,37.8091000000,-105.5067000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Selenium,Total,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2011-10-21,0001-01-01 11:38:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.016M,Sample-Routine,Water,Surface Water,2011-09-16,15:00:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1003,,,,,37.7956000000,-105.5047000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Selenium,Total,0,ug/L,U,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,0001-01-01 13:03:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.012SC1,Field Msr/Obs-Habitat Assessment,Water,Surface Water,2011-07-01,14:00:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1001,Sub Samp,,,,37.8091000000,-105.5067000000,,,,,,,,,,,,,,,,,,,,,,,,,,Modified RBA3,CORIVWCH_WQX,Modified RBA3,,,Visual Sighting,,,,,,,,,,,,,,,Fast Riffle,,NO,None,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-01,0001-01-01 14:00:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-201160047-20110706_S-ROUTINE,Sample-Routine,Water,Surface Water,2011-07-06,09:00:00,MDT,,,,,,,,,,,,BIOHAB,CDPHE-WQCD,21COL001_WQX-8530,Collection Number 201160047;,,,,37.8429300000,-105.5833500000,,,,,,,,,,,,,,,,,,,,,,,,,,STREAM_1,21COL001_WQX,WQCD Stream Sampling Procedure,,,Water Sampler (Other),Water Sampler,,,,,,,,,,,,Not Detected,,Lead,Dissolved,,ug/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,,2011-07-06,0001-01-01 09:00:00,MDT,,,,,,Lower Reporting Limit,1,ug/L,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.017,Sample-Routine,Water,Surface Water,2011-10-21,12:00:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1003,,,,,37.7956000000,-105.5047000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,"Alkalinity, Phenolphthalein (total hydroxide+1/2 carbonate)",Total,0,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.1,USEPA,Alkalinity by Titration,,https://www.nemi.gov/methods/method_summary/5230/,,2011-10-21,0001-01-01 12:00:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1001.014,Sample-Routine,Water,Surface Water,2011-08-19,10:30:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1001,,,,,37.8091000000,-105.5067000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,"Temperature, sample",,9,deg C,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,https://www.nemi.gov/methods/method_summary/5216/,,2011-08-19,0001-01-01 10:30:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
CORIVWCH_WQX,Colorado River Watch,CORIVWCH_WQX-1003.016M,Sample-Routine,Water,Surface Water,2011-09-16,15:00:00,MST,,,,,,,,,,,,1,,CORIVWCH_WQX-1003,,,,,37.7956000000,-105.5047000000,,,,,,,,,,,,,,,,,,,,,,,,,,SM 1060B,CORIVWCH_WQX,SM 1060B,,,Water Bottle,,,,,,,,,,,,,,,Iron,Dissolved,432,ug/L,,Validated,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,,,,2012-02-13,0001-01-01 13:03:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,STORET
