OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ERMN_NERI_BMI_3069_20220302_WAT,Field Msr/Obs,Water,,2022-03-02,,,,,,,,,,,,,,ERMN_BMI,Eastern Rivers and Mountains Network Benthic Macroinvertebrate Monitoring,,11NPSWRD_WQX-ERMN_NERI_BMI_3069,Buffalo Creek 4,,,,,37.9135000000,-81.0219000000,,,,,,STORET-959168440,,,Specific conductance,,60.8,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ERMN_EUREKAMANTA,11NPSWRD_WQX,Eastern Rivers and Mountains Network Eureka Manta+ Multiprobe Sonde,,,,2022-03-02,,,,,,,2022-12-09T12:31:08,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ERMN_NERI_BMI_3041_20220306_WAT,Field Msr/Obs,Water,,2022-03-06,,,,,,,,,,,,,,ERMN_BMI,Eastern Rivers and Mountains Network Benthic Macroinvertebrate Monitoring,,11NPSWRD_WQX-ERMN_NERI_BMI_3041,UNT Laurel Creek 3,,,,,37.8583000000,-81.0198000000,,,,,,STORET-959164109,,,pH,,7.12,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ERMN_EUREKAMANTA,11NPSWRD_WQX,Eastern Rivers and Mountains Network Eureka Manta+ Multiprobe Sonde,,,,2022-03-06,,,,,,,2022-12-09T12:23:53,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-FIELDWQ,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQFieldDirectDiscrete1YSIProDSS,WVDEP_WQX,WQ Field Measurement-Direct Grab-Discrete (Single)-YSI ProDSS 4-port (sonde) cable assembly (626909),"YSI ProDSS Multi-parameter Water Quality Sonde used for a direct, single discrete measurement of Dissolved Oxygen, pH, Specific Conductance, and Temperature in the field (in situ).  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Probe/Sensor,STORET-992376340,,None,Dissolved oxygen (DO),None,9.52,mg/L,,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,WVDEP-Multiparameter Sonde,WVDEP_WQX,Multiparameter Sonde,,,Field Readings,2022-08-25,,,,,,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-ICED,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376350,,None,Total dissolved solids,None,74,mg/L,,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,2540-C,APHA (2011),2540 C ~ Total Dissolved Solids Dried at 180oC,,https://www.nemi.gov/methods/method_summary/9818/,"PACE Analytical-Beaver, WV",2022-08-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-ICED/results/992376350/resdetectqntlmts,Practical Quantitation Limit,10,mg/L,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-METALSDIS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376371,Between Inst Detect and Quant Limit,None,Nickel,Dissolved,0.00076,mg/L,J,Accepted,,Actual,,,,,,,,,,J=Estimated concentration above the adjusted method detection limit and below the adjusted reporting limit.  Z=M1: Matrix spike recovery exceeded QC limits; Batch accepted based on laboratory control sample (LCS) recovery,,0.1,ft,Water Surface,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"PACE Analytical-Beaver, WV",2022-08-30,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-METALSDIS/results/992376371/resdetectqntlmts,Practical Quantitation Limit,0.0025,mg/L,,2023-11-03T17:09:48,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ERMN_NERI_BMI_3005_20220302_WAT,Field Msr/Obs,Water,,2022-03-02,,,,,,,,,,,,,,ERMN_BMI,Eastern Rivers and Mountains Network Benthic Macroinvertebrate Monitoring,,11NPSWRD_WQX-ERMN_NERI_BMI_3005,Buffalo Creek 16,,,,,37.9196000000,-81.0128000000,,,,,,STORET-959161671,,,"Temperature, water",,7.23,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ERMN_EUREKAMANTA,11NPSWRD_WQX,Eastern Rivers and Mountains Network Eureka Manta+ Multiprobe Sonde,,,,2022-03-02,,,,,,,2022-12-09T12:15:39,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-FIELDWQ,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQFieldDirectDiscrete1YSIProDSS,WVDEP_WQX,WQ Field Measurement-Direct Grab-Discrete (Single)-YSI ProDSS 4-port (sonde) cable assembly (626909),"YSI ProDSS Multi-parameter Water Quality Sonde used for a direct, single discrete measurement of Dissolved Oxygen, pH, Specific Conductance, and Temperature in the field (in situ).  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Probe/Sensor,STORET-992376342,,None,Specific conductance,None,123,uS/cm,,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,WVDEP-Multiparameter Sonde,WVDEP_WQX,Multiparameter Sonde,,,Field Readings,2022-08-25,,,,,,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-METALSDIS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376369,Not Detected,None,Iron,Dissolved,<0.035,mg/L,K,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"PACE Analytical-Beaver, WV",2022-08-31,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-METALSDIS/results/992376369/resdetectqntlmts,Practical Quantitation Limit,0.05,mg/L,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-METALSDIS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376373,Not Detected,None,Zinc,Dissolved,<0.0049,mg/L,K,Accepted,,Actual,,,,,,,,,,Z=M1: Matrix spike recovery exceeded QC limits; Batch accepted based on laboratory control sample (LCS) recovery,,0.1,ft,Water Surface,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"PACE Analytical-Beaver, WV",2022-08-30,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-METALSDIS/results/992376373/resdetectqntlmts,Practical Quantitation Limit,0.005,mg/L,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-METALSDIS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376372,Not Detected,None,Silver,Dissolved,<0.00053,mg/L,K,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"PACE Analytical-Beaver, WV",2022-08-30,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-METALSDIS/results/992376372/resdetectqntlmts,Practical Quantitation Limit,0.0025,mg/L,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-METALS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376353,Not Detected,None,Arsenic,Total,<0.00044,mg/L,K,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,"PACE Analytical-Beaver, WV",2022-08-31,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-METALS/results/992376353/resdetectqntlmts,Practical Quantitation Limit,0.0025,mg/L,,2023-11-03T17:09:48,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ERMN_NERI_BMI_3005_20220302_WAT,Field Msr/Obs,Water,,2022-03-02,,,,,,,,,,,,,,ERMN_BMI,Eastern Rivers and Mountains Network Benthic Macroinvertebrate Monitoring,,11NPSWRD_WQX-ERMN_NERI_BMI_3005,Buffalo Creek 16,,,,,37.9196000000,-81.0128000000,,,,,,STORET-959161672,,,Specific conductance,,38.2,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ERMN_EUREKAMANTA,11NPSWRD_WQX,Eastern Rivers and Mountains Network Eureka Manta+ Multiprobe Sonde,,,,2022-03-02,,,,,,,2022-12-09T12:15:39,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-METALS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376361,,None,Potassium,None,1.2,mg/L,,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"PACE Analytical-Beaver, WV",2022-08-31,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-METALS/results/992376361/resdetectqntlmts,Practical Quantitation Limit,0.5,mg/L,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-METALS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376360,,None,Manganese,Total,0.012,mg/L,,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"PACE Analytical-Beaver, WV",2022-08-31,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-METALS/results/992376360/resdetectqntlmts,Practical Quantitation Limit,0.005,mg/L,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-METALS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376364,,None,Strontium,None,0.043,mg/L,,Accepted,,Actual,,,,,,,,,,Z=N2: The lab does not hold NELAC/TNI accreditation for this parameter,,0.1,ft,Water Surface,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,"PACE Analytical-Beaver, WV",2022-08-31,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-METALS/results/992376364/resdetectqntlmts,Practical Quantitation Limit,0.01,mg/L,,2023-11-03T17:09:48,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ERMN_NERI_BMI_3042_20220306_WAT,Field Msr/Obs,Water,,2022-03-06,,,,,,,,,,,,,,ERMN_BMI,Eastern Rivers and Mountains Network Benthic Macroinvertebrate Monitoring,,11NPSWRD_WQX-ERMN_NERI_BMI_3042,Bucklick Branch 3,,,,,37.8732000000,-80.9516000000,,,,,,STORET-959164338,,,"Temperature, water",,7.03,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ERMN_EUREKAMANTA,11NPSWRD_WQX,Eastern Rivers and Mountains Network Eureka Manta+ Multiprobe Sonde,,,,2022-03-06,,,,,,,2022-12-09T12:24:37,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ERMN_NERI_BMI_3044_20220306_WAT,Field Msr/Obs,Water,,2022-03-06,,,,,,,,,,,,,,ERMN_BMI,Eastern Rivers and Mountains Network Benthic Macroinvertebrate Monitoring,,11NPSWRD_WQX-ERMN_NERI_BMI_3044,Laurel Creek 8,,,,,37.8512000000,-81.0392000000,,,,,,STORET-959164798,,,"Temperature, water",,10.4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ERMN_EUREKAMANTA,11NPSWRD_WQX,Eastern Rivers and Mountains Network Eureka Manta+ Multiprobe Sonde,,,,2022-03-06,,,,,,,2022-12-09T12:25:58,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ERMN_NERI_BMI_3026_20220306_WAT,Field Msr/Obs,Water,,2022-03-06,,,,,,,,,,,,,,ERMN_BMI,Eastern Rivers and Mountains Network Benthic Macroinvertebrate Monitoring,,11NPSWRD_WQX-ERMN_NERI_BMI_3026,Little Laurel Creek 6,,,,,37.8586000000,-80.9790000000,,,,,,STORET-959163018,,,"Temperature, water",,7.89,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ERMN_EUREKAMANTA,11NPSWRD_WQX,Eastern Rivers and Mountains Network Eureka Manta+ Multiprobe Sonde,,,,2022-03-06,,,,,,,2022-12-09T12:20:08,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-DOC,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376348,,None,Organic carbon,"Filtered, field",3.5,mg/L,,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,5310-B,APHA,5310 B ~ Total Organic Carbon by Combustion-Infrared Method,,https://www.nemi.gov/methods/method_summary/5717/,"PACE Analytical-Beaver, WV",2022-09-01,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-DOC/results/992376348/resdetectqntlmts,Practical Quantitation Limit,1,mg/L,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-ANIONS,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376344,Not Detected,None,Bromide,None,<0.031,mg/L,K,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,300.0,USEPA Rev 2.1,300.0 ~ EPA; Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,"PACE Analytical-Beaver, WV",2022-09-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-ANIONS/results/992376344/resdetectqntlmts,Practical Quantitation Limit,0.1,mg/L,,2023-11-03T17:09:48,STORET
WVDEP_WQX,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,WVDEP_WQX-115841-LABWQ-NUT,Sample-Routine,Water,Surface Water,2022-08-25,12:25:00,EDT,,,,Surface,0.1,ft,Water Surface,,,,,300,WV Probabilistic (Random) Survey 2019-2023,,WVDEP_WQX-7248,Glade Creek At MP 2.1,Site Verified?: Yes.  Target?: Yes.  Sampled?: Yes.  Verification/Target Notes: X site verified by coordinates and previous drawing.,,"Stable, normal stage",,37.8062777800,-81.0154722200,WQLabDirectGrabDiscrete1,WVDEP_WQX,WQ Lab Sample-Direct Grab-Discrete (Single),"Lab Grab Sample obtained from surface water (just below the surface) using sampling bottles directly to collect a single, discrete sample set.  WV DEP Watershed Assessment Branch Field Sampling SOP (https://dep.wv.gov/WWE/watershed/Pages/WBSOPs.aspx)",Water Bottle,STORET-992376375,Not Detected,as N,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,<0.32,mg/L,K,Accepted,,Actual,,,,,,,,,,,,0.1,ft,Water Surface,,,,,,351.2,USEPA Rev 2.0,351.2 ~ EPA; Total Kjeldahl nitrogen in water by semiautomated colorimetry,,https://www.nemi.gov/methods/method_summary/9626/,"PACE Analytical-Beaver, WV",2022-08-31,,https://www.waterqualitydata.us/data/providers/STORET/organizations/WVDEP_WQX/activities/WVDEP_WQX-115841-LABWQ-NUT/results/992376375/resdetectqntlmts,Practical Quantitation Limit,0.5,mg/L,,2023-11-03T17:09:48,STORET
