OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_UCUC_201801260001^03,Field Msr/Obs,Water,,2018-01-26,11:32:00,CST,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_UCUC,Ugly Creek Spring,Water is clear. Minnows present.  Organization ActivityID=MACA_UCUC_201801260001,,,,37.2242690300,-86.0959473000,NPS_INSITU,11NPSWRD_WQX,In Situ Measurement with Probe,Measurements/observations made on site with an unspecified probe.,Miscellaneous (Other),STORET-971461867,,,Dissolved oxygen (DO),,11.83,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,2023-03-18T06:47:34,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_PSPS_201803200001^03,Field Msr/Obs,Water,,2018-03-20,10:37:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_PSPS,Pike Spring,Beautiful blue water with a very distinct demarcation line. Cave is completely submerged.  Organization ActivityID=MACA_PSPS_201803200001,,,,37.2143397400,-86.0552705100,NPS_INSITU,11NPSWRD_WQX,In Situ Measurement with Probe,Measurements/observations made on site with an unspecified probe.,Miscellaneous (Other),STORET-971461497,,,Dissolved oxygen saturation,,94.9,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,https://www.nemi.gov/methods/method_summary/5252/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-MACA_PSPS_201803200001%5E03/results/971461497/resdetectqntlmts,Upper Quantitation Limit,150,%,,2023-03-18T06:40:33,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_THTH_201806190001^02,Field Msr/Obs,Water,,2018-06-19,11:46:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_THTH,Turnhole Spring,Leaf litter on top of water. Water is murky. Used Fultz pump to extract spring water for sampling.  Organization ActivityID=MACA_THTH_201806190001,,,,37.1657615800,-86.1577733000,,,,,,STORET-971461730,,,"Flow, stream stage (choice list)",,NORMAL,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-18T06:45:02,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_UCUC_201801260001^02,Field Msr/Obs,Water,,2018-01-26,11:32:00,CST,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_UCUC,Ugly Creek Spring,Water is clear. Minnows present.  Organization ActivityID=MACA_UCUC_201801260001,,,,37.2242690300,-86.0959473000,,,,,,STORET-971461863,,,Precipitation,,0.28,cm,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-18T06:47:32,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_BSBC_201810160001^03,Field Msr/Obs,Water,,2018-10-16,12:45:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_BSBC,Buffalo Creek Spring,Demarcation line present. Water is murky. Lichen on several logs.  Organization ActivityID=MACA_BSBC_201810160001,,,,37.2027976100,-86.1939993000,CUPN_GRAB,11NPSWRD_WQX,Grab Sample,Simple non-integrated grab sample.,Miscellaneous (Other),STORET-971459812,,,Turbidity,Total,19.19,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,CUPN_SPER_TURBIDITY,11NPSWRD_WQX,Sper Scientific Turbidity Meter 860040,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-MACA_BSBC_201810160001%5E03/results/971459812/resdetectqntlmts,Lower Quantitation Limit,0.0318,NTU,,2023-03-18T06:09:19,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_SHTH_201803200001^03,Field Msr/Obs,Water,,2018-03-20,12:13:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_SHTH,Sandhouse Cave,THTH had no demarcation line (spring water not making to surface). But Sandhouse SHTH did have a demarcation line.  Organization ActivityID=MACA_SHTH_201803200001,,,,37.1637500000,-86.1587500000,NPS_INSITU,11NPSWRD_WQX,In Situ Measurement with Probe,Measurements/observations made on site with an unspecified probe.,Miscellaneous (Other),STORET-971461627,,,Dissolved oxygen (DO),,9.76,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,2023-03-18T06:43:01,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_BSBS_201805150001Q/1^06,Quality Control Sample-Field Replicate,Water,,2018-05-15,10:17:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_BSBS,Big Spring,Black gnats and minnows present. Good visible flow. Water depth visibility approx 4 ft.  Organization ActivityID=MACA_BSBS_201805150001Q/1,,,,37.2271681600,-86.0746576800,CUPN_GRAB,11NPSWRD_WQX,Grab Sample,Simple non-integrated grab sample.,Miscellaneous (Other),STORET-971459962,,as NO3,Nitrate,Total,7.0,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,4500-NO3 D,APHA,4500 NO3 D ~ Nitrogen (Nitrate) in Water by Nitrate Electrode Method,,https://www.nemi.gov/methods/method_summary/9808/,CUPN,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-MACA_BSBS_201805150001Q%2F1%5E06/results/971459962/resdetectqntlmts,Lower Quantitation Limit,0.1,mg/L,,2023-03-18T06:12:04,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_PSPS_201809180001^03,Field Msr/Obs,Water,,2018-09-18,09:32:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_PSPS,Pike Spring,Clear demarcation line. Blue tint to cave water. Leaf debris. Biofoam patches on surface of water.  Organization ActivityID=MACA_PSPS_201809180001,,,,37.2143397400,-86.0552705100,NPS_INSITU,11NPSWRD_WQX,In Situ Measurement with Probe,Measurements/observations made on site with an unspecified probe.,Miscellaneous (Other),STORET-971461564,,,"Temperature, water",,13.6,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,2023-03-18T06:41:52,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_SHTH_201811200001^04,Field Msr/Obs,Water,,2018-11-20,11:25:00,CST,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_SHTH,Sandhouse Cave,"No distinct demarcation line, but flowing.  Organization ActivityID=MACA_SHTH_201811200001",,,,37.1637500000,-86.1587500000,NPS_INSITU,11NPSWRD_WQX,In Situ Measurement with Probe,Measurements/observations made on site with an unspecified probe.,Miscellaneous (Other),STORET-971461652,,,pH,Total,7.33,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,CUPN_APERA_PH_SPC,11NPSWRD_WQX,Apera pH/Conductivity Portable Meter SX823-B,,,,,,,,,,,2023-03-18T06:43:30,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_BSBC_201811200001^04,Field Msr/Obs,Water,,2018-11-20,11:48:00,CST,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_BSBC,Buffalo Creek Spring,Clear demarcation line. Water is blue.  Organization ActivityID=MACA_BSBC_201811200001,,,,37.2027976100,-86.1939993000,NPS_INSITU,11NPSWRD_WQX,In Situ Measurement with Probe,Measurements/observations made on site with an unspecified probe.,Miscellaneous (Other),STORET-971459828,,,Dissolved oxygen (DO),,10.13,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,CUPN_YSI_PROODO,11NPSWRD_WQX,YSI ProODO Item #626279,,,,,,,,,,,2023-03-18T06:09:34,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_THTH_201808210001^03,Field Msr/Obs,Water,,2018-08-21,09:26:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_THTH,Turnhole Spring,"Surface is covered in leaf debris, trash and foam. Very murky. Used Fultz pump. Surface water temp was 22.0 degrees Celsius.  Organization ActivityID=MACA_THTH_201808210001",,,,37.1657615800,-86.1577733000,NPS_INSITU,11NPSWRD_WQX,In Situ Measurement with Probe,Measurements/observations made on site with an unspecified probe.,Miscellaneous (Other),STORET-971461757,,,Specific conductance,,359,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,9050A,USEPA,9050 A ~ Specific Conductance,,,,,,,,,,,2023-03-18T06:45:31,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_PSPS_201804170001^04,Sample-Routine,Water,,2018-04-17,10:32:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_PSPS,Pike Spring,Lots of greenery. Cave entrance is submerged under water.  Organization ActivityID=MACA_PSPS_201804170001,,,,37.2143397400,-86.0552705100,CUPN_GRAB,11NPSWRD_WQX,Grab Sample,Simple non-integrated grab sample.,Miscellaneous (Other),STORET-971461510,,,Escherichia coli,Total,325.5,MPN/100mL,,Final,MPN,Actual,,24 Hours,,,,,,,,,,,,,,,,,,COLILERT/2000,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,WATERS Laboratory,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-MACA_PSPS_201804170001%5E04/results/971461510/resdetectqntlmts,Lower Quantitation Limit,1,MPN/100mL,,2023-03-18T06:40:48,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_DFDF_201802200001^05,Sample-Routine,Water,,2018-02-20,11:03:00,CST,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_DFDF,Doyle's Ford Spring,Water very blue and clear. Lots of debris.  Organization ActivityID=MACA_DFDF_201802200001,,,,37.2223684300,-86.0914121000,CUPN_GRAB,11NPSWRD_WQX,Grab Sample,Simple non-integrated grab sample.,Miscellaneous (Other),STORET-971460105,,,Escherichia coli,Total,14.6,MPN/100mL,,Final,MPN,Actual,,24 Hours,,,,,,,,,,,,,,,,,,COLILERT/2000,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,WATERS Laboratory,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-MACA_DFDF_201802200001%5E05/results/971460105/resdetectqntlmts,Lower Quantitation Limit,1,MPN/100mL,,2023-03-18T06:14:42,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_UCUC_201805150001^05,Sample-Routine,Water,,2018-05-15,10:48:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_UCUC,Ugly Creek Spring,Black gnats. Muddy. Depth of visibility of water approx 2 ft.  Organization ActivityID=MACA_UCUC_201805150001,,,,37.2242690300,-86.0959473000,CUPN_GRAB,11NPSWRD_WQX,Grab Sample,Simple non-integrated grab sample.,Miscellaneous (Other),STORET-971461918,,,Escherichia coli,Total,35.9,MPN/100mL,,Final,MPN,Actual,,24 Hours,,,,,,,,,,,,,,,,,,COLILERT/2000,IDEXX,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,,,WATERS Laboratory,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-MACA_UCUC_201805150001%5E05/results/971461918/resdetectqntlmts,Lower Quantitation Limit,1,MPN/100mL,,2023-03-18T06:48:33,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-MACA_SHTH_201803200001^03,Field Msr/Obs,Water,,2018-03-20,12:13:00,CDT,,,,,,,,,,,,MACA_WQ,"CUPN WQ Monitoring, MACA",,11NPSWRD_WQX-MACA_SHTH,Sandhouse Cave,THTH had no demarcation line (spring water not making to surface). But Sandhouse SHTH did have a demarcation line.  Organization ActivityID=MACA_SHTH_201803200001,,,,37.1637500000,-86.1587500000,NPS_INSITU,11NPSWRD_WQX,In Situ Measurement with Probe,Measurements/observations made on site with an unspecified probe.,Miscellaneous (Other),STORET-971461628,,,Dissolved oxygen saturation,,91.0,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,https://www.nemi.gov/methods/method_summary/5252/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/11NPSWRD_WQX/activities/11NPSWRD_WQX-MACA_SHTH_201803200001%5E03/results/971461628/resdetectqntlmts,Upper Quantitation Limit,150,%,,2023-03-18T06:43:01,STORET
